Infinitive,Partizip II,Hilfsverb
fernen,gefernt,haben
entweichen,entwichen,sein
bezuschussen,bezuschusst,haben
kleiden,gekleidet,haben
verschalken,verschalkt,haben
schwoien,geschwoit,haben
reifen,gereift,sein
attestieren,attestiert,haben
ausknocken,ausgeknockt,haben
kickboxen,gekickboxt,haben
schnüren,geschnürt,haben
gravieren,graviert,haben
gellen,gegellt,haben
hellen,gehellt,haben
anheuern,angeheuert,haben
verstoßen,verstoßen,haben
umstoßen,umgestoßen,haben
reffen,gerefft,haben
kargen,gekargt,haben
auspeitschen,ausgepeitscht,haben
liken,gelikt,haben
sniffen,gesnifft,haben
bekiffen,bekifft,haben
kräftigen,gekräftigt,haben
verschwitzen,verschwitzt,haben
beschriften,beschriftet,haben
entgiften,entgiftet,haben
laschen,gelascht,haben
abmustern,abgemustert,haben
liften,geliftet,haben
zurückschicken,zurückgeschickt,haben
entziffern,entziffert,haben
zusammenziehen,zusammengezogen,haben
bangen,gebangt,haben
festfahren,festgefahren,haben
beglückwünschen,beglückwünscht,haben
erachten,erachtet,haben
ziegeln,geziegelt,haben
blenden,geblendet,haben
lautieren,lautiert,haben
einbilden,eingebildet,haben
schneiben,geschnieben,haben
wuchzen,gewuchzt,haben
tapsen,getapst,sein
tappen,getappt,haben
kreuchen,gekreucht,haben
bölken,gebölkt,haben
errechnen,errechnet,haben
anreisen,angereist,sein
derbröseln,derbröselt,haben
zusammenstellen,zusammengestellt,haben
herumgammeln,herumgegammelt,haben
derbätzen,derbätzt,haben
derschnaufen,derschnauft,haben
derdürren,derdürrt,sein
dergeben,dergeben,haben
umhinspringen,umhingesprungen,sein
ausbomben,ausgebombt,haben
herbeirufen,herbeigerufen,haben
verfrühen,verfrüht,haben
reimportieren,reimportiert,haben
derfrieren,derfroren,sein
lodern,gelodert,haben
derhungern,derhungert,sein
derbremsen,derbremst,haben
derbeißen,derbissen,haben
durchabfertigen,durchabgefertigt,haben
durchackern,durchgeackert,haben
zerbeißen,zerbissen,haben
bätzen,gebätzt,haben
ausbätzen,ausgebätzt,haben
anhinbätzen,anhingebätzt,haben
zerbätzen,zerbätzt,haben
reorganisieren,reorganisiert,haben
bequemen,bequemt,haben
abtrennen,abgetrennt,haben
derbatzen,derbatzt,haben
würdigen,gewürdigt,haben
zivilisieren,zivilisiert,haben
anhängen,angehangen,haben
zerstechen,zerstochen,haben
runzeln,gerunzelt,haben
reprivatisieren,reprivatisiert,haben
bleichen,gebleicht,haben
zermalmen,zermalmt,haben
zusammenknüllen,zusammengeknüllt,haben
betonieren,betoniert,haben
satinieren,satiniert,haben
dersaufen,dersoffen,haben
derkrallen,derkrallt,haben
benamsen,benamst,haben
derkemmen,derkemmen,sein
derfangen,derfangen,haben
telegrafieren,telegrafiert,haben
abreagieren,abreagiert,haben
spondieren,spondiert,haben
derwischen,"derwischt, derwuschen",haben
derwuzeln,derwuzelt,haben
umherspringen,umhergesprungen,sein
schikanieren,schikaniert,haben
symbolisieren,symbolisiert,haben
weiterfahren,weitergefahren,sein
stehenbleiben,stehengeblieben,sein
abhinschweiben,abhingeschweibt,haben
tablettieren,tablettiert,haben
frottieren,frottiert,haben
tricksen,getrickst,haben
bluffen,geblufft,haben
tapezieren,tapeziert,haben
abherbeuteln,abhergebeutelt,haben
umeinanderbeuteln,umeinandergebeutelt,haben
aufhinpicken,aufhigepickt,haben
aufhinpappen,aufhingepappt,haben
missglücken,missglückt,sein
wegloben,weggelobt,haben
verzücken,verzückt,haben
leaken,geleakt,haben
besendern,besendert,haben
entsendern,entsendert,haben
verwanzen,verwanzt,sein
entwanzen,entwanzt,sein
fracken,gefrackt,haben
vrecken,gevreckt,sein
verschwistern,verschwistert,haben
sororisieren,sororisiert,haben
verbrüdern,verbrüdert,haben
zutexten,zugetextet,haben
an sein,an gewesen,sein
düngen,gedüngt,haben
spengeln,gespengelt,haben
ektomieren,ektomiert,haben
taktieren,taktiert,haben
elastifizieren,elastifiziert,haben
encouragieren,encouragiert,haben
rauen,geraut,haben
ranken,gerankt,haben
durchtelefonieren,durchtelefoniert,haben
dekrementieren,dekrementiert,haben
inkrementieren,inkrementiert,haben
durchheizen,durchgeheizt,haben
demineralisieren,demineralisiert,haben
gallen,gegallt,haben
pfupfern,gepfupfert,haben
generalüberholen,generalüberholt,haben
dentelieren,denteliert,haben
ventilieren,ventiliert,haben
grimassieren,grimassiert,haben
twisten,getwistet,haben
koksen,gekokst,haben
ausherschliefen,aushergeschloffen,sein
medikamentieren,medikamentiert,haben
urlauben,geurlaubt,haben
desaminieren,desaminiert,haben
vergaffen,vergafft,haben
begaffen,begafft,haben
betüdeln,betüdelt,haben
schraffen,geschrafft,haben
abhersagen,abhergesagt,haben
vertüdeln,vertüdelt,haben
vertüdern,vertüdert,haben
rumhüsern,rumgehüsert,haben
verkraften,verkraftet,haben
ausklabüstern,ausklabüstert,haben
auseinanderklamüsern,auseinanderklamüsert,haben
behaften,behaftet,haben
abhinrutschen,abhingerutscht,sein
düsen,gedüst,sein
vergären,vergoren,sein
defäzieren,defäziert,haben
kiten,gekitet,haben
kellnern,gekellnert,haben
devolvieren,devolviert,haben
hineingehen,hineingegangen,sein
verkacken,verkackt,haben
pracken,geprackt,haben
placken,geplackt,haben
einhinwerfen,einhingeworfen,haben
bepissen,bepisst,haben
plöddern,geplöddert,haben
pütschern,gepütschert,haben
plörren,geplörrt,haben
pladdern,gepladdert,haben
plötern,geplötert,haben
totprügeln,totgeprügelt,haben
überschreiten,überschritten,haben
einhinfahren,einhingefahren,sein
ausherkemmen,aushergekemmen,sein
umeinanderstehen,umeinandergestanden,sein
herausschmuggeln,herausgeschmuggelt,haben
kalauern,gekalauert,haben
schmalten,geschmaltet,haben
pedalieren,pedaliert,haben
demokratisieren,demokratisiert,haben
linsen,gelinst,haben
abjudizieren,abjudiziert,haben
collagieren,collagiert,haben
krüllen,gekrüllt,haben
fitten,gefittet,haben
feuchten,gefeuchtet,haben
segregieren,segregiert,haben
schichten,geschichtet,haben
farcieren,farciert,haben
pedden,gepeddet,haben
grauen,gegraut,haben
puzzeln,gepuzzelt,haben
knauben,geknaubt,haben
blessieren,blessiert,haben
petten,gepettet,haben
spacken,gespackt,haben
schliefen,geschloffen,sein
schlüpfen,geschlüpft,sein
spitzen,gespitzt,haben
schlupfen,geschlupft,sein
logieren,logiert,haben
pronieren,proniert,haben
tollen,getollt,haben
verschliefen,verschloffen,haben
aufdröseln,aufgedröselt,haben
aufscheuchen,aufgescheucht,haben
aufribbeln,aufgeribbelt,haben
anklicken,angeklickt,haben
schokolieren,schokoliert,haben
eskimotieren,eskimotiert,haben
Benutzer:Yoursmile/FV/Verb,get,haben
verschaukeln,verschaukelt,haben
schweinigeln,geschweinigelt,haben
entfahren,entfahren,sein
beschlagnahmen,beschlagnahmt,haben
behumsen,behumst,haben
erübrigen,erübrigt,haben
abaissieren,abaissiert,haben
abälardisieren,abälardisiert,haben
sichten,gesichtet,haben
unterlegen,unterlegt,haben
unterliegen,unterlegen,haben
anfixen,angefixt,haben
wegzappen,weggezappt,haben
umeinanderliegen,umeinandergelegene,sein
abhinfallen,abhingefallen,sein
hieven,gehievt,haben
verwetten,verwettet,haben
verfetten,verfettet,sein
zehnteln,gezehntelt,haben
einsitzen,eingesessen,haben
verrennen,verrannt,haben
abfressen,abgefressen,haben
käsen,gekäst,haben
schlackern,geschlackert,haben
knarzen,geknarzt,haben
abhorreszieren,abhorresziert,haben
abhorrieren,abhorriert,haben
versumpfen,versumpft,haben
morsen,gemorst,haben
ersterben,erstorben,sein
verbürgen,verbürgt,haben
kompostieren,kompostiert,haben
entseuchen,entseucht,haben
verschwägern,verschwägert,haben
verpatzen,verpatzt,haben
entpuppen,entpuppt,haben
abjurieren,abjuriert,haben
abkapiteln,abkapitelt,haben
abkommandieren,abkommandiert,haben
abkonterfeien,abgekonterfeit,haben
ablaktieren,ablaktiert,haben
ablosen,abgelost,haben
ablozieren,abloziert,haben
abmoderieren,abmoderiert,haben
abhären,abgehärt,haben
abnibbeln,abgenibbelt,sein
abnicken,abgenickt,haben
abolieren,aboliert,haben
konfabulieren,konfabuliert,haben
emaillieren,emailliert,haben
einkasteln,eingekastelt,haben
einpapierln,einpapierlt,haben
verfremden,verfremdet,haben
anfeuchten,angefeuchtet,haben
abcashen,abgecasht,haben
anleuchten,angeleuchtet,haben
abstauben,abgestaubt,haben
beharren,beharrt,haben
Laut geben,Laut gegeben,haben
bescheinen,beschienen,haben
beschienen,beschient,haben
hypnotisieren,hypnotisiert,haben
abortieren,abortiert,haben
frettieren,frettiert,haben
verzinnen,verzinnt,haben
abpacken,abgepackt,haben
abpatrouillieren,abpatrouilliert,haben
abpipettieren,abpipettiert,haben
abqualifizieren,abqualifiziert,haben
verzinken,verzinkt,haben
abrasieren,abrasiert,haben
abrogieren,abrogiert,haben
absaven,abgesavt,haben
abquetschen,abgequetscht,haben
abquatschen,abgequatscht,haben
abpellen,abgepellt,haben
abperlen,abgeperlt,sein
abpfeifen,abgepfiffen,haben
abpinnen,abgepinnt,haben
abplacken,abgeplackt,haben
abzwitschern,abgezwitschert,sein
abzäumen,abgezäumt,haben
abzäunen,abgezäunt,haben
abzischen,abgezischt,sein
absentieren,absentiert,haben
vollstopfen,vollgestopft,haben
bekanntwerden,bekanntgeworden,sein
klarstellen,klargestellt,haben
transitieren,transitiert,haben
krumpeln,gekrumpelt,haben
verkrumpeln,verkrumpelt,haben
entsagen,entsagt,haben
entschlafen,entschlafen,sein
ausmisten,ausgemistet,haben
erdulden,erduldet,haben
romanisieren,romanisiert,haben
strotzen,gestrotzt,haben
abjagen,abgejagt,haben
siedeln,gesiedelt,haben
peregrinieren,peregriniert,haben
weiterhelfen,weitergeholfen,haben
kabeln,gekabelt,haben
bombardieren,bombardiert,haben
rodeln,gerodelt,haben
wachrütteln,wachgerüttelt,haben
beuteln,gebeutelt,haben
delogieren,delogiert,haben
longieren,longiert,haben
krangeln,gekrangelt,haben
zubetonieren,zubetoniert,haben
rezeptieren,rezeptiert,haben
werken,gewerkt,haben
ersäufen,ersäuft,haben
zwängen,gezwängt,haben
schief liegen,schief gelegen,haben
sühnen,gesühnt,haben
heimsuchen,heimgesucht,haben
profanieren,profaniert,haben
bekreuzigen,bekreuzigt,haben
naheliegen,nahegelegen,haben
mithelfen,mitgeholfen,haben
lexikalisieren,lexikalisiert,haben
umkrempeln,umgekrempelt,haben
hindackeln,hingedackelt,sein
notoperieren,notoperiert,haben
stalken,gestalkt,haben
bespötteln,bespöttelt,haben
abpressen,abgepresst,haben
feststecken,festgesteckt,haben
schwarzhören,schwarzgehört,haben
absaugen,abgesogen,haben
abscheiden,abgeschieden,haben
traumatisieren,traumatisiert,haben
bewilligen,bewilligt,haben
erbitten,erbeten,haben
seihen,geseiht,haben
ausleben,ausgelebt,haben
schallen,geschallt,haben
zurückgewinnen,zurückgewonnen,haben
archivieren,archiviert,haben
harmonisieren,harmonisiert,haben
filtern,gefiltert,haben
abwechseln,abgewechselt,haben
einschleppen,eingeschleppt,haben
terrorisieren,terrorisiert,haben
falzen,gefalzt,haben
irreführen,irregeführt,haben
nesteln,genestelt,haben
durchschliefen,durchgeschloffen,sein
mitfahren,mitgefahren,sein
adorieren,adoriert,haben
umwehen,umgeweht,haben
eignen,geeignet,haben
verschnaufen,verschnauft,haben
praktizieren,praktiziert,haben
fortleben,fortgelebt,haben
wurzen,gewurzt,haben
fuddeln,gefuddelt,haben
deodorieren,deodoriert,haben
türmen,getürmt,sein
pirouettieren,pirouettiert,haben
sicheln,gesichelt,haben
hergehen,hergegangen,sein
ereilen,ereilt,haben
verblüffen,verblüfft,haben
verwundern,verwundert,haben
unterbuttern,untergebuttert,haben
beduften,beduftet,haben
desodorieren,desodoriert,haben
untermauern,untermauert,haben
dahinschleppen,dahingeschleppt,haben
salvieren,salviert,haben
anmahnen,angemahnt,haben
annotieren,annotiert,haben
vorschweben,vorgeschwebt,haben
umschulen,umgeschult,haben
entflechten,entflochten,haben
tachinieren,tachiniert,haben
verfestigen,verfestigt,haben
entrinden,entrindet,haben
vollenden,vollendet,haben
entschleiern,entschleiert,haben
vergucken,verguckt,haben
begaben,begabt,haben
besehen,besehen,haben
flachsen,geflachst,haben
sabbeln,gesabbelt,haben
schwelgen,geschwelgt,haben
resonieren,resoniert,haben
grübeln,gegrübelt,haben
durchsickern,durchgesickert,sein
entlüften,entlüftet,haben
erkunden,erkundet,haben
befahren,befahren,haben
nahelegen,nahegelegt,haben
einschleusen,eingeschleust,haben
pritschen,gepritscht,haben
befüllen,befüllt,haben
verschleppen,verschleppt,haben
überwintern,überwintert,haben
verzollen,verzollt,haben
pfählen,gepfählt,haben
beömmeln,beömmelt,haben
ochsen,geochst,haben
umtopfen,umgetopft,haben
vorankommen,vorangekommen,sein
bevölkern,bevölkert,haben
walken,gewalkt,haben
katzbuckeln,gekatzbuckelt,haben
Bescheid sagen,Bescheid gesagt,haben
lutschen,gelutscht,haben
abtelefonieren,abtelefoniert,haben
aufbrauchen,aufgebraucht,haben
einwerfen,eingeworfen,haben
auf sein,auf gewesen,sein
verdreifachen,verdreifacht,haben
entschwinden,entschwunden,sein
verflüchtigen,verflüchtigt,haben
durchliegen,durchgelegen,haben
Acht geben,Acht gegeben,haben
dafür sein,dafür gewesen,sein
dagegen sein,dagegen gewesen,sein
vollquarzen,vollgequarzt,haben
hartzen,gehartzt,haben
abwenden,abgewendet,haben
begasen,begast,haben
aushelfen,ausgeholfen,haben
zerschießen,zerschossen,haben
anlagern,angelagert,haben
zurückliegen,zurückgelegen,haben
abschärfen,abgeschärft,haben
verhallen,verhallt,haben
stehen bleiben,stehen geblieben,sein
achtgeben,achtgegeben,haben
switchen,geswitcht,haben
wegschmeißen,weggeschmissen,haben
abgenicken,abgenickt,haben
anschreiben,angeschrieben,haben
reinschauen,reingeschaut,haben
einleiten,eingeleitet,haben
aufschütten,aufgeschüttet,haben
expedieren,expediert,haben
exploitieren,exploitiert,haben
toppen,getoppt,haben
vorhersagen,vorhergesagt,haben
inventarisieren,inventarisiert,haben
strafversetzen,strafversetzt,haben
mitmachen,mitgemacht,haben
kennen lernen,kennen gelernt,haben
angleichen,angeglichen,haben
aus sein,aus gewesen,sein
schnieseln,geschnieselt,haben
ruckeln,geruckelt,haben
zerschnippeln,zerschnippelt,haben
pumpen,gepumpt,haben
honorieren,honoriert,haben
erfrechen,erfrecht,haben
knüppeln,geknüppelt,haben
wattieren,wattiert,haben
verschludern,verschludert,haben
vorausfahren,vorausgefahren,sein
abfüllen,abgefüllt,haben
abhingehen,abhingegangen,sein
limitieren,limitiert,haben
verdeutschen,verdeutscht,haben
ausdeutschen,ausgedeutscht,haben
verpetzen,verpetzt,haben
lockern,gelockert,haben
nangeln,genangelt,haben
apportieren,apportiert,haben
revieren,reviert,haben
schleißen,geschlissen,haben
weiterbauen,weitergebaut,haben
erhoffen,erhofft,haben
missen,gemisst,haben
räuchern,geräuchert,haben
ausquartieren,ausquartiert,haben
ertüchtigen,ertüchtigt,haben
bemuttern,bemuttert,haben
nachwürzen,nachgewürzt,haben
nachsalzen,nachgesalzen,haben
verwildern,verwildert,haben
hobeln,gehobelt,haben
ankotzen,angekotzt,haben
unterspülen,unterspült,haben
ausschenken,ausgeschenkt,haben
involvieren,involviert,haben
bappen,gebappt,haben
manndecken,manngedeckt,haben
keulen,gekeult,haben
automatisieren,automatisiert,haben
auszählen,ausgezählt,haben
auszahlen,ausgezahlt,haben
auswringen,ausgewrungen,haben
auswischen,ausgewischt,haben
auswirken,ausgewirkt,haben
auswickeln,ausgewickelt,haben
draufzahlen,draufgezahlt,haben
verkennen,verkannt,haben
exzellieren,exzelliert,haben
überdauern,überdauert,haben
bahnen,gebahnt,haben
verhexen,verhext,haben
nässen,genässt,haben
freinehmen,freigenommen,haben
reinplatzen,reingeplatzt,sein
erküren,erkoren,haben
verdursten,verdurstet,sein
boomen,geboomt,haben
verheddern,verheddert,sein
bäumen,gebäumt,haben
herausbrüllen,herausgebrüllt,haben
einarbeiten,eingearbeitet,haben
anflanschen,angeflanscht,haben
umschnallen,umgeschnallt,haben
abebben,abgeebbt,sein
lunschen,gelunscht,haben
belauschen,belauscht,haben
klittern,geklittert,haben
meutern,gemeutert,haben
verstören,verstört,haben
nacheifern,nachgeeifert,haben
katapultieren,katapultiert,haben
aufrauen,aufgeraut,haben
granteln,gegrantelt,haben
looten,gelootet,haben
ertöten,ertötet,haben
röten,gerötet,haben
bejammern,bejammert,haben
verheißen,verheißen,haben
nächtigen,genächtigt,haben
kasteien,kasteit,haben
windsichten,windgesichtet,haben
überstellen,überstellt,haben
erkaufen,erkauft,haben
rüberkommen,rübergekommen,sein
reversieren,reversiert,haben
juckeln,gejuckelt,sein
decouvrieren,decouvriert,haben
festnehmen,festgenommen,haben
verauktionieren,verauktioniert,haben
wetteifern,gewetteifert,haben
abliefern,abgeliefert,haben
anwidern,angewidert,haben
anekeln,angeekelt,haben
anstoßen,angestoßen,haben
enthäuten,enthäutet,haben
fianchettieren,fianchettiert,haben
abmachen,abgemacht,haben
verpesten,verpestet,haben
lagern,gelagert,haben
gaukeln,gegaukelt,sein
mappen,gemappt,haben
kartieren,kartiert,haben
odeln,geodelt,haben
abstempeln,abgestempelt,haben
entschleunigen,entschleunigt,haben
fahen,gefangen,haben
voraussetzen,vorausgesetzt,haben
wiedervereinigen,wiedervereinigt,haben
kören,gekört,haben
entmilitarisieren,entmilitarisiert,haben
entpolitisieren,entpolitisiert,haben
entrahmen,entrahmt,haben
gelüsten,gelüstet,haben
abgewinnen,abgewonnen,haben
abkapseln,abgekapselt,haben
abkassieren,abkassiert,haben
abreiben,abgerieben,haben
abschalten,abgeschaltet,haben
parieren,pariert,haben
aufraffen,aufgerafft,haben
baldowern,baldowert,haben
gewärtigen,gewärtigt,haben
ausformulieren,ausformuliert,haben
aufholen,aufgeholt,haben
bepreisen,bepreist,haben
jarowisieren,jarowisiert,haben
vernalisieren,vernalisiert,haben
zuschlagen,zugeschlagen,haben
verkomplizieren,verkompliziert,haben
aufbrummen,aufgebrummt,haben
katschen,gekatscht,haben
verdonnern,verdonnert,haben
vertellen,vertellt,haben
befähigen,befähigt,haben
